qWineTypes,qFoodpairings,qPriceMin,qPriceMax,qMinRating,title,rating,price,reviewcount,countryCode,country,region,winery,winerylink,link,photo,pagetime,pageurl
"Rosé","","10","40","3.5","Whispering Angel Côtes de Provence Rosé","4.0","22.99","13474","fr","France","Côtes de Provence","Château d'Esclans","/wineries/chateau-d-esclans/wines/whispering-angel-ctes-de-provence-ros-8888","/wineries/chateau-d-esclans/wines/whispering-angel-ctes-de-provence-ros-8888","background-image:url(//images.vivino.com/thumbs/YsC3TqfWSBCVs_StL9jB-w_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfamgAAcDoPXg==",
"Rosé","","10","40","3.5","Côtes de Provence Rosé","3.9","17.95","10631","fr","France","Côtes de Provence","Miraval","/wineries/miraval/wines/cotes-de-provence-8888","/wineries/miraval/wines/cotes-de-provence-8888","background-image:url(//images.vivino.com/wineries/26164/vintages/001punmk6b5ol.png);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfamgAAcDoPXg==",
"Rosé","","10","40","3.5","The Original Rosé","3.4","7.49","9482","pt","Portugal","Douro","Mateus","/wineries/mateus/wines/mateus-the-original-8888","/wineries/mateus/wines/mateus-the-original-8888","background-image:url(//images.vivino.com/thumbs/d4tBG7QlRyeZvReenDYMbw_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfamgAAcDoPXg==",
"Rosé","","10","40","3.5","White Zinfandel","3.6","5.99","7033","us","United States","California","Beringer Vineyards","/wineries/beringer-vineyards/wines/california-white-zinfandel-8888","/wineries/beringer-vineyards/wines/california-white-zinfandel-8888","background-image:url(//images.vivino.com/thumbs/IfX0zXCiQj6XKVfYSU-vIQ_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfamgAAcDoPXg==",
"Rosé","","10","40","3.5","M Côtes de Provence Rosé","3.8","19.99","6858","fr","France","Côtes de Provence","Château Minuty","/wineries/minuty/wines/ctes-de-provence-8888","/wineries/minuty/wines/ctes-de-provence-8888","background-image:url(//images.vivino.com/thumbs/Nqg_WTMMSy2vPvp5LGbDJA_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfamgAAcDoPXg==",
"Rosé","","10","40","3.5","Rosé","3.5","7.49","5177","fr","France","Rhone Valley","La Vieille Ferme","/wineries/la-vieille-ferme/wines/ros-8888","/wineries/la-vieille-ferme/wines/ros-8888","background-image:url(//images.vivino.com/thumbs/1AZhCnG6T4SiIjjHfSGl8Q_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfamgAAcDoPXg==",
"Rosé","","10","40","3.5","AIX Rosé","3.9","17.99","4478","fr","France","Coteaux d'Aix-en-Provence","Saint Aix","/wineries/fr-saint-aix/wines/aix-coteaux-d-aix-en-provence-8888","/wineries/fr-saint-aix/wines/aix-coteaux-d-aix-en-provence-8888","background-image:url(//images.vivino.com/thumbs/4WpPlZWnQ1S5rqruOqQtuA_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfamgAAcDoPXg==",
"Rosé","","10","40","3.5","Côtes de Provence Rosé 2015","4.0","23.97","3975","fr","France","Côtes de Provence","Miraval","/wineries/miraval/wines/cotes-de-provence-2015","/wineries/miraval/wines/cotes-de-provence-2015","background-image:url(//images.vivino.com/thumbs/_b8ZVAL9QmG6nKdRL2WnEw_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfamgAAcDoPXg==",
"Rosé","","10","40","3.5","Vinho Verde Rosé","3.3","7.99","3381","pt","Portugal","Vinho Verde","Casal Garcia","/wineries/casal-gracia/wines/vinho-verde-casal-garcia-rose-8888","/wineries/casal-gracia/wines/vinho-verde-casal-garcia-rose-8888","background-image:url(//images.vivino.com/thumbs/I-o5q0SOTgmOgJNzo4YopA_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfamgAAcDoPXg==",
"Rosé","","10","40","3.5","Cabernet Sauvignon Rosé","3.6","9.99","3354","za","South Africa","Stellenbosch","Mulderbosch","/wineries/mulderbosch-vineyards/wines/rose-cabernet-sauvignon-8888","/wineries/mulderbosch-vineyards/wines/rose-cabernet-sauvignon-8888","background-image:url(//images.vivino.com/thumbs/GzPQM_vkQQqhNsDAHMBOog_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfamgAAcDoPXg==",
"Rosé","","10","40","3.5","Côte des Roses Languedoc (Grenache - Cinsault - Syrah)","3.9","11.95","3054","fr","France","Languedoc","Gérard Bertrand","/wineries/gerard-bertrand/wines/languedoc-cote-des-roses-rose-8888","/wineries/gerard-bertrand/wines/languedoc-cote-des-roses-rose-8888","background-image:url(//images.vivino.com/thumbs/xnFSdnFlSKy5hgW8MXrCKg_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfamgAAcDoPXg==",
"Rosé","","10","40","3.5","Gris Blanc","3.7","13.95","3003","fr","France","Pays d'Oc","Gérard Bertrand","/wineries/gerard-bertrand/wines/gris-blanc-8888","/wineries/gerard-bertrand/wines/gris-blanc-8888","background-image:url(//images.vivino.com/wineries/3105/wines/000pbob5d84e9_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfamgAAcDoPXg==",
"Rosé","","10","40","3.5","Sofia Rosé","3.5","12.95","2966","us","United States","Monterey County","Francis Ford Coppola","/wineries/francis-ford-coppola/wines/sofia-rose-8888","/wineries/francis-ford-coppola/wines/sofia-rose-8888","background-image:url(//images.vivino.com/thumbs/76Soiyg0QxuVhIssBYPWrA_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfamgAAcDoPXg==",
"Rosé","","10","40","3.5","Côtes-du-Rhône Rosé","3.6","13.99","2732","fr","France","Côtes-du-Rhône","E. Guigal","/wineries/e-guigal/wines/ctes-du-rhne-ros-8888","/wineries/e-guigal/wines/ctes-du-rhne-ros-8888","background-image:url(//images.vivino.com/wineries/1314/wines/00005zyj1j3ht_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfamgAAcDoPXg==",
